name,address,latitude,longitude
홍성점,충청남도 홍성군 홍성읍 충서로1322번길 23,36.594808269549,126.655617666246
당진본점,충청남도 당진시 당진중앙2로 221 (읍내동),36.8972909857115,126.635602696517
안면도점,충청남도 태안군 안면읍 방포로 35,36.5140623496671,126.343401195915
천안본점,충청남도 천안시 동남구 만남로 24 (신부동),36.8184815815228,127.154733689706
공주신관점,충청남도 공주시 번영1로 37 (신관동),36.47150343308,127.132764635481
논산내동점,충청남도 논산시 시민로 193 (내동),36.1842337134171,127.097826410679
당진시곡점,충청남도 당진시 서해로 6260 (시곡동),36.9024477107286,126.681624041202
당진신평점,충청남도 당진시 신평면 거산3거리길 87,36.884766546508,126.758169894457
당진합덕점,충청남도 당진시 우강면 면천로 1685,36.8110827236961,126.771720668515
부여규암점,충청남도 부여군 규암면 흥수로 725,36.2712834499787,126.861836267966
서산대산점,충청남도 서산시 대산읍 충의로 1993,36.9412991049388,126.429768792582
서산동문점,충청남도 서산시 율지18로 32(동문동),36.7782985490847,126.465149381563
서천장항점,충청남도 서천군 장항읍 장서로 63(골든 팰리스),36.0136601825718,126.698288371585
아산남성점,충청남도 아산시 신창면 천우물로 23-5,36.7850337290719,126.953663402631
아산둔포점,충청남도 아산시 둔포면 아산밸리중앙로 106,36.9232540783575,127.05962353537
아산방축점,충청남도 아산시 온천대로 1368(방축동),36.7837525726929,126.99006420443
아산배방점,충청남도 아산시 배방읍 배방로14번길 5,36.7752804485315,127.053749547767
아산용화점,충청남도 아산시 남부로 246 (용화동),36.770398975553,127.009381420193
아산음봉점,충청남도 아산시 음봉면 음봉로 672,36.8343029726747,127.082450702666
아산인주점,충청남도 아산시 인주면 아산만로 1688,36.8701509914365,126.883069872842
아산장재점,충청남도 아산시 배방읍 용연로 156-20,36.7824028874592,127.092783501073
아산탕정점,충청남도 아산시 탕정면 탕정면로 54-18,36.7971812656674,127.06287176315
예산산성점,충청남도 예산군 예산읍 역전로 155,36.6932107690083,126.829929028038
천안구성점,충청남도 천안시 동남구 천안대로 548 (구성동),36.7971256110515,127.165126959012
